incompatibility,year,intensity_level,cumulative_intensity,ep_end,gwno_a
0,2012,0,0,1,750
0,2014,0,0,1,750
0,1967,1,1,1,651
0,1969,0,1,0,651
0,1970,0,1,1,651
0,1973,1,1,1,651
0,2011,0,0,1,625
1,2011,0,0,0,626
1,2012,0,0,0,626
1,2013,0,1,0,626
1,2014,1,1,0,626
1,2015,0,1,0,626
1,2016,0,1,0,626
1,2017,0,1,0,626
1,2018,0,1,0,626
1,2019,0,1,0,626
1,2020,0,1,0,626
1,2011,1,1,1,620
1,2013,0,1,0,620
1,2014,0,1,0,620
1,2015,0,1,1,620
1,2017,0,1,1,620
1,2019,1,1,0,620
1,2020,0,1,0,620
1,2009,0,0,1,432
1,2012,0,0,0,432
1,2013,0,1,0,432
1,2014,0,1,0,432
1,2015,0,1,0,432
1,2016,0,1,0,432
1,2017,0,1,0,432
1,2018,0,1,0,432
1,2019,0,1,0,432
1,2020,0,1,0,432
0,2012,0,0,1,626
0,2008,0,0,1,710
1,2005,0,0,0,771
1,2006,0,0,1,771
0,1991,0,0,1,530
0,1991,0,0,1,775
0,1995,0,0,1,775
0,2000,0,0,0,775
0,2001,0,0,1,775
0,2005,0,0,0,775
0,2006,0,0,0,775
0,2007,0,0,1,775
0,2013,0,0,1,820
1,1947,1,1,0,751
1,1948,1,1,1,751
0,2012,0,0,0,652
0,2013,0,0,0,652
0,2014,0,0,0,652
0,2015,0,0,1,652
1,2014,0,0,1,369
0,2014,1,1,1,369
0,2014,0,0,1,369
0,2014,1,1,0,369
0,2015,1,1,0,369
0,2016,0,1,0,369
0,2017,0,1,0,369
0,2018,0,1,0,369
0,2019,0,1,0,369
0,2020,0,1,0,369
0,2015,0,0,0,365
0,2016,0,0,0,365
0,2017,0,0,0,365
0,2018,0,0,0,365
0,2019,0,0,0,365
0,2020,0,0,0,365
0,2013,1,1,0,652
0,2014,1,1,0,652
0,2015,1,1,0,652
0,2016,1,1,0,652
0,2017,1,1,0,652
0,2018,1,1,0,652
0,2019,0,1,0,652
0,2020,1,1,0,652
0,2015,0,0,1,432
0,2015,0,0,0,700
0,2016,1,1,0,700
0,2017,1,1,0,700
0,2018,1,1,0,700
0,2019,1,1,0,700
0,2020,0,1,0,700
0,2015,0,0,0,471
0,2016,0,0,1,471
0,2019,0,0,1,471
0,2015,0,0,0,436
0,2016,0,0,0,436
0,2017,0,0,0,436
0,2018,0,0,0,436
0,2019,0,1,0,436
0,2020,0,1,0,436
0,2015,0,0,1,483
0,2017,0,0,0,483
0,2018,0,0,0,483
0,2019,0,0,0,483
0,2020,0,0,0,483
0,2015,1,1,0,475
0,2016,1,1,0,475
0,2017,0,1,0,475
0,2018,0,1,0,475
0,2019,1,1,0,475
0,2020,1,1,0,475
0,2015,0,0,1,678
0,2017,0,0,1,678
0,2020,0,0,0,678
0,2015,0,0,0,501
0,2016,0,0,0,501
0,2017,0,0,0,501
0,2018,0,0,0,501
0,2019,0,0,0,501
0,2020,0,0,0,501
0,2015,0,0,0,651
0,2016,0,1,0,651
0,2017,0,1,0,651
0,2018,0,1,0,651
0,2019,0,1,0,651
0,2020,0,1,0,651
0,2015,0,0,0,750
0,2016,0,0,0,750
0,2017,0,0,0,750
0,2018,0,0,1,750
0,2016,0,0,0,771
0,2017,0,0,1,771
0,2014,0,0,0,660
0,2015,0,0,1,660
0,2017,0,0,1,660
1,2001,1,1,1,700
0,2015,0,0,0,620
0,2016,1,1,0,620
0,2017,0,1,0,620
0,2018,0,1,0,620
0,2019,0,1,1,620
0,2015,0,0,1,615
3,2016,0,0,1,652
3,2018,0,0,1,652
0,2019,0,0,0,439
0,2020,0,0,0,439
0,2016,0,0,1,663
0,2015,0,0,0,640
0,2016,1,1,0,640
0,2017,0,1,1,640
0,2016,0,0,0,770
0,2017,0,0,0,770
0,2018,0,0,0,770
0,2019,0,0,1,770
0,2018,0,0,1,520
0,2017,0,0,0,432
0,2018,0,0,0,432
0,2019,0,0,0,432
0,2020,0,0,0,432
0,2017,0,0,0,471
0,2018,0,0,0,471
0,2019,0,1,0,471
0,2020,0,1,0,471
0,2019,0,0,0,520
0,2020,0,0,0,520
0,2017,0,0,1,630
0,2016,0,0,0,840
0,2017,1,1,0,840
0,2018,0,1,0,840
0,2019,0,1,0,840
0,2020,0,1,0,840
0,2016,0,0,1,616
1,2018,0,0,0,630
1,2019,0,0,0,630
1,2020,0,0,0,630
0,2019,0,0,0,490
0,2020,0,0,0,490
0,2019,0,0,0,541
0,2020,0,1,0,541
0,2019,0,0,1,530
0,2020,0,0,0,510
1,1946,1,1,1,145
1,1952,0,1,1,145
1,1967,0,1,1,145
0,1946,0,0,0,220
0,1947,0,0,0,220
0,1948,0,0,0,220
0,1949,0,0,0,220
0,1950,0,0,0,220
0,1951,0,0,0,220
0,1952,0,0,0,220
0,1953,0,0,1,220
1,1946,1,1,0,710
1,1947,1,1,0,710
1,1948,1,1,0,710
1,1949,1,1,1,710
1,1946,1,1,0,350
1,1947,1,1,0,350
1,1948,1,1,0,350
1,1949,1,1,1,350
0,1946,0,0,0,210
0,1947,0,0,0,210
0,1948,0,0,0,210
0,1949,0,0,1,210
0,1946,0,0,1,630
0,1966,0,1,0,630
0,1967,0,1,0,630
0,1968,0,1,1,630
0,1979,1,1,0,630
0,1980,1,1,0,630
0,1981,0,1,0,630
0,1982,1,1,0,630
0,1983,0,1,0,630
0,1984,0,1,0,630
0,1985,0,1,0,630
0,1986,0,1,0,630
0,1987,0,1,0,630
0,1988,0,1,1,630
0,1990,0,1,1,630
0,1993,0,1,1,630
0,1996,0,1,1,630
0,2016,0,1,1,630
0,2018,0,1,1,630
0,1946,0,0,1,630
0,1946,0,0,1,200
0,1946,0,0,0,220
0,1947,0,0,0,220
0,1948,0,0,0,220
0,1949,0,0,0,220
0,1950,0,1,0,220
0,1951,0,1,0,220
0,1952,0,1,0,220
0,1953,0,1,1,220
1,1946,1,1,0,840
1,1947,1,1,0,840
1,1948,1,1,0,840
1,1949,1,1,0,840
1,1950,1,1,0,840
1,1951,1,1,0,840
1,1952,1,1,0,840
1,1953,1,1,0,840
1,1954,1,1,1,840
1,1969,0,1,0,840
1,1970,0,1,0,840
1,1971,0,1,0,840
1,1972,0,1,0,840
1,1973,0,1,0,840
1,1974,0,1,0,840
1,1975,0,1,0,840
1,1976,0,1,0,840
1,1977,0,1,0,840
1,1978,0,1,0,840
1,1979,0,1,0,840
1,1980,0,1,0,840
1,1981,0,1,0,840
1,1982,1,1,0,840
1,1983,1,1,0,840
1,1984,1,1,0,840
1,1985,1,1,0,840
1,1986,1,1,0,840
1,1987,1,1,0,840
1,1988,0,1,0,840
1,1989,0,1,0,840
1,1990,1,1,0,840
1,1991,1,1,0,840
1,1992,0,1,0,840
1,1993,0,1,0,840
1,1994,0,1,0,840
1,1995,0,1,1,840
1,1997,0,1,1,840
1,1999,0,1,0,840
1,2000,0,1,0,840
1,2001,0,1,0,840
1,2002,0,1,0,840
1,2003,0,1,0,840
1,2004,0,1,0,840
1,2005,0,1,0,840
1,2006,0,1,0,840
1,2007,0,1,0,840
1,2008,0,1,0,840
1,2009,0,1,0,840
1,2010,0,1,0,840
1,2011,0,1,0,840
1,2012,0,1,0,840
1,2013,0,1,0,840
1,2014,0,1,0,840
1,2015,0,1,0,840
1,2016,0,1,0,840
1,2017,0,1,0,840
1,2018,0,1,0,840
1,2019,0,1,0,840
1,2020,0,1,0,840
0,1946,0,0,0,365
0,1947,0,1,0,365
0,1948,0,1,1,365
0,1946,0,0,1,365
0,1946,1,1,0,365
0,1947,1,1,0,365
0,1948,0,1,1,365
0,1946,1,1,0,365
0,1947,1,1,0,365
0,1948,1,1,0,365
0,1949,0,1,0,365
0,1950,0,1,1,365
0,1946,0,0,1,220
0,1946,0,0,1,339
0,1946,1,1,0,220
0,1947,1,1,0,220
0,1948,1,1,0,220
0,1949,1,1,0,220
0,1950,1,1,0,220
0,1951,1,1,0,220
0,1952,1,1,0,220
0,1953,1,1,0,220
0,1954,1,1,1,220
0,1947,1,1,1,710
0,1948,1,1,1,750
0,1964,0,1,0,750
0,1965,1,1,1,750
0,1971,1,1,1,750
0,1984,0,1,1,750
0,1987,0,1,1,750
0,1989,0,1,0,750
0,1990,0,1,0,750
0,1991,0,1,0,750
0,1992,0,1,1,750
0,1994,0,1,1,750
0,1996,0,1,0,750
0,1997,0,1,0,750
0,1998,0,1,0,750
0,1999,0,1,0,750
0,2000,0,1,0,750
0,2001,0,1,0,750
0,2002,0,1,0,750
0,2003,0,1,1,750
0,2013,0,1,0,750
0,2014,0,1,0,750
0,2015,0,1,0,750
0,2016,0,1,0,750
0,2017,0,1,0,750
0,2018,0,1,0,750
0,2019,0,1,0,750
0,2020,0,1,0,750
0,1947,1,1,1,220
1,1947,1,1,1,150
1,1954,0,1,1,150
1,1989,0,1,1,150
0,1949,1,1,0,775
0,1950,1,1,0,775
0,1951,0,1,0,775
0,1952,0,1,0,775
0,1953,0,1,0,775
0,1954,0,1,0,775
0,1955,1,1,0,775
0,1956,0,1,0,775
0,1957,0,1,0,775
0,1958,0,1,0,775
0,1959,0,1,0,775
0,1960,0,1,0,775
0,1961,0,1,0,775
0,1962,0,1,0,775
0,1963,0,1,0,775
0,1964,0,1,0,775
0,1965,0,1,0,775
0,1966,0,1,0,775
0,1967,0,1,0,775
0,1968,0,1,0,775
0,1969,0,1,0,775
0,1970,0,1,0,775
0,1971,1,1,0,775
0,1972,0,1,0,775
0,1973,0,1,0,775
0,1974,0,1,0,775
0,1975,0,1,0,775
0,1976,0,1,0,775
0,1977,0,1,0,775
0,1978,0,1,0,775
0,1979,0,1,0,775
0,1980,0,1,0,775
0,1981,0,1,0,775
0,1982,0,1,0,775
0,1983,1,1,0,775
0,1984,1,1,0,775
0,1985,0,1,0,775
0,1986,0,1,0,775
0,1987,0,1,0,775
0,1988,0,1,0,775
0,1989,1,1,0,775
0,1990,0,1,0,775
0,1991,0,1,0,775
0,1992,1,1,1,775
0,1994,0,1,0,775
0,1995,0,1,1,775
0,1997,0,1,0,775
0,1998,0,1,1,775
0,2000,0,1,0,775
0,2001,0,1,0,775
0,2002,0,1,0,775
0,2003,0,1,0,775
0,2004,0,1,0,775
0,2005,0,1,0,775
0,2006,0,1,0,775
0,2007,0,1,0,775
0,2008,0,1,0,775
0,2009,0,1,0,775
0,2010,0,1,0,775
0,2011,0,1,1,775
0,2013,0,1,1,775
1,1948,1,1,0,775
1,1949,1,1,0,775
1,1950,1,1,0,775
1,1951,1,1,0,775
1,1952,1,1,0,775
1,1953,1,1,0,775
1,1954,0,1,0,775
1,1955,0,1,0,775
1,1956,0,1,0,775
1,1957,0,1,0,775
1,1958,0,1,0,775
1,1959,0,1,0,775
1,1960,0,1,0,775
1,1961,0,1,0,775
1,1962,0,1,0,775
1,1963,0,1,0,775
1,1964,0,1,0,775
1,1965,0,1,0,775
1,1966,0,1,0,775
1,1967,0,1,0,775
1,1968,1,1,0,775
1,1969,1,1,0,775
1,1970,1,1,0,775
1,1971,1,1,0,775
1,1972,1,1,0,775
1,1973,1,1,0,775
1,1974,1,1,0,775
1,1975,1,1,0,775
1,1976,1,1,0,775
1,1977,1,1,0,775
1,1978,1,1,0,775
1,1979,1,1,0,775
1,1980,1,1,0,775
1,1981,0,1,0,775
1,1982,1,1,0,775
1,1983,0,1,0,775
1,1984,0,1,0,775
1,1985,0,1,0,775
1,1986,1,1,0,775
1,1987,0,1,0,775
1,1988,1,1,1,775
1,1990,0,1,0,775
1,1991,0,1,0,775
1,1992,0,1,1,775
1,1994,0,1,1,775
1,2013,0,1,0,775
1,2014,0,1,0,775
1,2015,0,1,1,775
1,2017,0,1,0,775
1,2018,0,1,0,775
1,2019,0,1,1,775
0,1948,0,0,0,775
0,1949,0,0,0,775
0,1950,0,0,0,775
0,1951,0,0,0,775
0,1952,0,0,0,775
0,1953,0,0,0,775
0,1954,0,0,0,775
0,1955,0,0,0,775
0,1956,0,0,0,775
0,1957,0,0,0,775
0,1958,0,0,0,775
0,1959,0,0,0,775
0,1960,0,0,0,775
0,1961,0,0,1,775
0,1964,0,0,0,775
0,1965,0,0,0,775
0,1966,0,0,0,775
0,1967,0,0,0,775
0,1968,0,0,0,775
0,1969,0,0,0,775
0,1970,0,0,0,775
0,1971,0,1,0,775
0,1972,0,1,0,775
0,1973,0,1,0,775
0,1974,0,1,0,775
0,1975,0,1,0,775
0,1976,0,1,0,775
0,1977,0,1,0,775
0,1978,0,1,1,775
0,1991,0,1,1,775
0,1994,0,1,1,775
0,2016,0,1,0,775
0,2017,0,1,0,775
0,2018,0,1,0,775
0,2019,0,1,0,775
0,2020,0,1,0,775
0,1949,0,0,0,775
0,1950,0,0,0,775
0,1951,0,0,0,775
0,1952,0,0,0,775
0,1953,0,0,0,775
0,1954,0,0,0,775
0,1955,0,0,0,775
0,1956,0,0,0,775
0,1957,0,0,0,775
0,1958,0,0,0,775
0,1959,0,0,0,775
0,1960,0,0,0,775
0,1961,0,0,0,775
0,1962,0,0,0,775
0,1963,0,0,1,775
0,1990,0,0,1,775
0,1996,0,0,1,775
1,1948,1,1,1,94
0,1948,1,1,1,751
1,1948,1,1,0,750
1,1949,1,1,0,750
1,1950,1,1,0,750
1,1951,1,1,1,750
1,1969,0,1,0,750
1,1970,0,1,0,750
1,1971,0,1,1,750
1,1991,0,1,0,750
1,1992,0,1,0,750
1,1993,0,1,0,750
1,1994,0,1,1,750
1,1996,0,1,0,750
1,1997,0,1,0,750
1,1998,0,1,0,750
1,1999,0,1,0,750
1,2000,0,1,0,750
1,2001,0,1,0,750
1,2002,0,1,0,750
1,2003,0,1,0,750
1,2004,0,1,0,750
1,2005,0,1,0,750
1,2006,0,1,0,750
1,2007,0,1,0,750
1,2008,0,1,0,750
1,2009,0,1,0,750
1,2010,0,1,0,750
1,2011,0,1,0,750
1,2012,0,1,0,750
1,2013,0,1,0,750
1,2014,0,1,0,750
1,2015,0,1,0,750
1,2016,0,1,0,750
1,2017,0,1,0,750
1,2018,0,1,0,750
1,2019,0,1,0,750
1,2020,0,1,0,750
0,1948,1,1,0,"651, 645, 663, 660, 652"
0,1949,0,1,1,"651, 645, 663, 660, 652"
0,1948,0,0,0,200
0,1949,0,1,0,200
0,1950,1,1,0,200
0,1951,1,1,0,200
0,1952,1,1,0,200
0,1953,1,1,0,200
0,1954,0,1,0,200
0,1955,0,1,0,200
0,1956,0,1,0,200
0,1957,0,1,1,200
1,1948,1,1,1,678
1,1962,1,1,0,678
1,1963,1,1,0,678
1,1964,1,1,0,678
1,1965,0,1,0,678
1,1966,1,1,0,678
1,1967,1,1,0,678
1,1968,0,1,0,678
1,1969,0,1,0,678
1,1970,0,1,1,678
1,1979,0,1,0,678
1,1980,0,1,0,678
1,1981,0,1,0,678
1,1982,0,1,1,678
1,2009,0,1,0,678
1,2010,0,1,0,678
1,2011,1,1,0,678
1,2012,1,1,0,678
1,2013,0,1,0,678
1,2014,1,1,0,678
1,2015,1,1,0,678
1,2016,1,1,0,678
1,2017,1,1,0,678
1,2018,1,1,0,678
1,2019,1,1,0,678
1,2020,1,1,0,678
0,1949,0,0,0,775
0,1950,0,1,1,775
0,1961,1,1,0,775
0,1962,1,1,0,775
0,1963,1,1,0,775
0,1964,1,1,0,775
0,1965,1,1,0,775
0,1966,1,1,0,775
0,1967,1,1,0,775
0,1968,1,1,0,775
0,1969,1,1,0,775
0,1970,1,1,0,775
0,1971,1,1,0,775
0,1972,0,1,0,775
0,1973,0,1,0,775
0,1974,0,1,0,775
0,1975,0,1,0,775
0,1976,0,1,0,775
0,1977,0,1,0,775
0,1978,0,1,0,775
0,1979,0,1,0,775
0,1980,0,1,0,775
0,1981,0,1,0,775
0,1982,0,1,0,775
0,1983,0,1,0,775
0,1984,1,1,0,775
0,1985,0,1,0,775
0,1986,0,1,0,775
0,1987,0,1,0,775
0,1988,0,1,0,775
0,1989,0,1,0,775
0,1990,0,1,0,775
0,1991,0,1,0,775
0,1992,0,1,1,775
0,2011,0,1,0,775
0,2012,0,1,0,775
0,2013,0,1,0,775
0,2014,0,1,0,775
0,2015,0,1,0,775
0,2016,0,1,0,775
0,2017,0,1,0,775
0,2018,0,1,0,775
0,2019,0,1,1,775
3,1949,1,1,0,710
3,1950,0,1,1,710
3,1954,1,1,1,710
3,1958,1,1,1,710
1,1949,0,0,1,90
1,1954,0,0,1,90
1,1963,0,0,1,90
1,1965,0,0,0,90
1,1966,0,0,0,90
1,1967,0,0,0,90
1,1968,0,1,0,90
1,1969,0,1,0,90
1,1970,0,1,0,90
1,1971,0,1,0,90
1,1972,0,1,0,90
1,1973,0,1,0,90
1,1974,0,1,0,90
1,1975,0,1,0,90
1,1976,0,1,0,90
1,1977,0,1,0,90
1,1978,0,1,0,90
1,1979,0,1,0,90
1,1980,0,1,0,90
1,1981,0,1,0,90
1,1982,0,1,0,90
1,1983,0,1,0,90
1,1984,0,1,0,90
1,1985,0,1,0,90
1,1986,0,1,0,90
1,1987,0,1,0,90
1,1988,0,1,0,90
1,1989,0,1,0,90
1,1990,0,1,0,90
1,1991,0,1,0,90
1,1992,0,1,0,90
1,1993,0,1,0,90
1,1994,0,1,0,90
1,1995,0,1,1,90
0,1949,0,0,0,666
0,1950,0,0,0,666
0,1951,0,0,0,666
0,1952,0,0,0,666
0,1953,0,0,0,666
0,1954,0,0,0,666
0,1955,0,1,0,666
0,1956,0,1,0,666
0,1957,0,1,0,666
0,1958,0,1,0,666
0,1959,0,1,0,666
0,1960,0,1,0,666
0,1961,0,1,0,666
0,1962,0,1,0,666
0,1963,0,1,0,666
0,1964,0,1,0,666
0,1965,0,1,0,666
0,1966,0,1,0,666
0,1967,0,1,0,666
0,1968,0,1,0,666
0,1969,0,1,0,666
0,1970,0,1,0,666
0,1971,0,1,0,666
0,1972,0,1,0,666
0,1973,0,1,0,666
0,1974,0,1,0,666
0,1975,0,1,0,666
0,1976,0,1,0,666
0,1977,0,1,0,666
0,1978,0,1,0,666
0,1979,0,1,0,666
0,1980,0,1,0,666
0,1981,0,1,0,666
0,1982,1,1,0,666
0,1983,0,1,0,666
0,1984,0,1,0,666
0,1985,0,1,0,666
0,1986,0,1,0,666
0,1987,0,1,0,666
0,1988,0,1,0,666
0,1989,0,1,0,666
0,1990,0,1,0,666
0,1991,0,1,0,666
0,1992,0,1,0,666
0,1993,0,1,0,666
0,1994,0,1,0,666
0,1995,0,1,0,666
0,1996,0,1,1,666
0,2000,0,1,0,666
0,2001,0,1,0,666
0,2002,0,1,0,666
0,2003,0,1,0,666
0,2004,0,1,0,666
0,2005,0,1,0,666
0,2006,0,1,0,666
0,2007,0,1,0,666
0,2008,0,1,0,666
0,2009,0,1,0,666
0,2010,0,1,0,666
0,2011,0,1,0,666
0,2012,0,1,1,666
0,2014,1,1,1,666
0,2018,0,1,0,666
0,2019,0,1,1,666
0,1949,0,0,0,731
0,1950,1,1,0,731
0,1951,1,1,0,731
0,1952,1,1,0,731
0,1953,1,1,1,731
0,1950,0,0,1,710
0,1956,1,1,1,710
0,1959,1,1,1,710
0,1950,1,1,1,850
0,1950,0,0,1,2
0,1951,0,0,0,651
0,1952,0,0,1,651
1,1951,0,0,1,800
1,1974,0,1,0,800
1,1975,0,1,0,800
1,1976,0,1,0,800
1,1977,0,1,0,800
1,1978,0,1,0,800
1,1979,0,1,0,800
1,1980,0,1,0,800
1,1981,0,1,0,800
1,1982,0,1,1,800
0,1952,0,0,0,200
0,1953,1,1,0,200
0,1954,1,1,0,200
0,1955,1,1,0,200
0,1956,1,1,1,200
1,1953,0,0,1,40
1,1956,0,0,0,40
1,1957,0,0,0,40
1,1958,1,1,1,40
1,1961,0,1,1,40
1,1953,1,1,1,850
1,1958,1,1,0,850
1,1959,1,1,0,850
1,1960,0,1,0,850
1,1961,1,1,1,850
0,1953,0,0,0,220
0,1954,0,0,0,220
0,1955,0,0,0,220
0,1956,0,0,1,220
0,1953,0,0,0,220
0,1954,0,0,0,220
0,1955,0,0,0,220
0,1956,0,0,1,220
0,1954,0,0,0,220
0,1955,1,1,0,220
0,1956,1,1,0,220
0,1957,1,1,0,220
0,1958,1,1,0,220
0,1959,1,1,0,220
0,1960,1,1,0,220
0,1961,1,1,0,220
0,1962,0,1,1,220
1,1955,0,0,1,160
1,1963,0,0,1,160
1,1974,0,0,0,160
1,1975,0,0,0,160
1,1976,0,1,0,160
1,1977,0,1,1,160
0,1955,0,0,0,200
0,1956,0,0,0,200
0,1957,0,0,0,200
0,1958,0,0,0,200
0,1959,0,0,1,200
0,1955,1,1,0,817
0,1956,1,1,0,817
0,1957,1,1,0,817
0,1958,1,1,0,817
0,1959,1,1,0,817
0,1960,1,1,0,817
0,1961,1,1,0,817
0,1962,1,1,0,817
0,1963,1,1,0,817
0,1964,1,1,1,817
1,1956,1,1,1,310
0,1956,0,0,0,750
0,1957,0,0,0,750
0,1958,0,1,0,750
0,1959,0,1,1,750
0,1961,0,1,0,750
0,1962,0,1,0,750
0,1963,0,1,0,750
0,1964,0,1,0,750
0,1965,0,1,0,750
0,1966,0,1,0,750
0,1967,0,1,0,750
0,1968,0,1,1,750
0,1992,0,1,0,750
0,1993,0,1,0,750
0,1994,0,1,0,750
0,1995,0,1,0,750
0,1996,0,1,0,750
0,1997,0,1,1,750
0,2000,0,1,1,750
0,1956,1,1,1,651
0,1957,0,0,1,775
0,1987,0,0,1,775
0,1992,0,0,1,775
0,1996,0,0,1,775
0,2005,0,0,1,775
0,1957,0,0,0,220
0,1958,0,0,0,220
0,1959,0,0,1,220
0,1957,0,0,1,91
0,1957,0,0,0,220
0,1958,0,0,1,220
0,1957,0,0,0,230
0,1958,0,0,1,230
0,1957,0,0,1,698
1,1958,0,0,0,645
1,1959,0,0,1,645
1,1963,1,1,1,645
1,1982,0,1,0,645
1,1983,0,1,0,645
1,1984,0,1,1,645
1,1987,0,1,1,645
1,1991,0,1,0,645
1,1992,0,1,0,645
1,1993,0,1,0,645
1,1994,0,1,0,645
1,1995,0,1,0,645
1,1996,0,1,1,645
1,2004,1,1,0,645
1,2005,1,1,0,645
1,2006,1,1,0,645
1,2007,1,1,0,645
1,2008,1,1,0,645
1,2009,1,1,0,645
1,2010,0,1,0,645
1,2011,0,1,0,645
1,2012,0,1,0,645
1,2013,1,1,0,645
1,2014,1,1,0,645
1,2015,1,1,0,645
1,2016,1,1,0,645
1,2017,1,1,0,645
1,2018,0,1,0,645
1,2019,0,1,0,645
1,2020,0,1,0,645
1,1958,1,1,1,660
1,1975,0,1,0,660
1,1976,1,1,1,660
1,1982,0,1,0,660
1,1983,0,1,0,660
1,1984,1,1,0,660
1,1985,0,1,0,660
1,1986,0,1,1,660
1,1989,0,1,0,660
1,1990,0,1,1,660
1,1958,0,0,0,820
1,1959,0,0,0,820
1,1960,0,0,1,820
1,1974,0,0,0,820
1,1975,0,0,1,820
1,1981,0,0,1,820
1,1959,1,1,0,812
1,1960,1,1,0,812
1,1961,1,1,1,812
1,1963,1,1,0,812
1,1964,1,1,0,812
1,1965,1,1,0,812
1,1966,1,1,0,812
1,1967,1,1,0,812
1,1968,1,1,0,812
1,1969,1,1,0,812
1,1970,1,1,0,812
1,1971,1,1,0,812
1,1972,1,1,0,812
1,1973,1,1,1,812
1,1989,0,1,0,812
1,1990,0,1,1,812
0,1961,1,1,0,235
0,1962,1,1,0,235
0,1963,0,1,0,235
0,1964,0,1,0,235
0,1965,0,1,0,235
0,1966,0,1,0,235
0,1967,0,1,0,235
0,1968,0,1,0,235
0,1969,0,1,0,235
0,1970,0,1,0,235
0,1971,0,1,0,235
0,1972,0,1,0,235
0,1973,0,1,0,235
0,1974,0,1,1,235
0,1959,0,0,0,775
0,1960,0,0,0,775
0,1961,0,0,0,775
0,1962,0,0,0,775
0,1963,0,0,0,775
0,1964,1,1,0,775
0,1965,1,1,0,775
0,1966,1,1,0,775
0,1967,1,1,0,775
0,1968,1,1,0,775
0,1969,1,1,0,775
0,1970,1,1,1,775
0,1972,0,1,0,775
0,1973,0,1,1,775
0,1976,0,1,0,775
0,1977,0,1,0,775
0,1978,0,1,0,775
0,1979,0,1,0,775
0,1980,0,1,0,775
0,1981,0,1,0,775
0,1982,0,1,0,775
0,1983,0,1,0,775
0,1984,0,1,0,775
0,1985,0,1,0,775
0,1986,0,1,0,775
0,1987,0,1,0,775
0,1988,0,1,1,775
0,1993,0,1,0,775
0,1994,0,1,0,775
0,1995,0,1,0,775
0,1996,0,1,0,775
0,1997,0,1,0,775
0,1998,0,1,0,775
0,1999,0,1,0,775
0,2000,0,1,0,775
0,2001,0,1,0,775
0,2002,0,1,1,775
0,2005,0,1,0,775
0,2006,0,1,0,775
0,2007,0,1,0,775
0,2008,0,1,0,775
0,2009,0,1,0,775
0,2010,0,1,0,775
0,2011,0,1,1,775
0,2013,0,1,1,775
0,2015,0,1,1,775
0,1961,0,0,0,490
0,1962,0,0,1,490
0,2013,0,0,0,490
0,2014,0,0,1,490
0,2020,0,0,0,490
0,1960,0,0,0,490
0,1961,0,0,0,490
0,1962,0,0,1,490
1,1960,0,0,1,530
1,1976,1,1,0,530
1,1977,0,1,0,530
1,1978,0,1,0,530
1,1979,0,1,0,530
1,1980,1,1,0,530
1,1981,1,1,0,530
1,1982,1,1,0,530
1,1983,1,1,0,530
1,1984,1,1,0,530
1,1985,1,1,0,530
1,1986,0,1,0,530
1,1987,1,1,0,530
1,1988,1,1,0,530
1,1989,1,1,0,530
1,1990,1,1,0,530
1,1991,1,1,1,530
1,2020,1,1,0,530
0,1964,0,0,1,530
0,1977,1,1,0,530
0,1978,1,1,1,530
0,1980,0,1,1,530
1,1960,0,0,0,790
1,1961,0,0,0,790
1,1962,0,0,1,790
1,1996,0,0,0,790
1,1997,0,0,0,790
1,1998,0,0,0,790
1,1999,0,0,0,790
1,2000,0,0,0,790
1,2001,0,1,0,790
1,2002,1,1,0,790
1,2003,1,1,0,790
1,2004,1,1,0,790
1,2005,1,1,0,790
1,2006,0,1,1,790
1,1961,1,1,0,220
1,1962,1,1,1,220
0,1961,1,1,0,645
0,1962,1,1,0,645
0,1963,1,1,0,645
0,1964,0,1,0,645
0,1965,1,1,0,645
0,1966,1,1,0,645
0,1967,0,1,0,645
0,1968,0,1,0,645
0,1969,1,1,0,645
0,1970,0,1,1,645
0,1973,0,1,0,645
0,1974,1,1,0,645
0,1975,1,1,0,645
0,1976,0,1,0,645
0,1977,0,1,0,645
0,1978,0,1,0,645
0,1979,0,1,0,645
0,1980,0,1,0,645
0,1981,0,1,0,645
0,1982,0,1,0,645
0,1983,0,1,0,645
0,1984,0,1,0,645
0,1985,0,1,0,645
0,1986,0,1,0,645
0,1987,0,1,0,645
0,1988,1,1,0,645
0,1989,0,1,0,645
0,1990,0,1,0,645
0,1991,1,1,0,645
0,1992,0,1,1,645
0,1995,0,1,0,645
0,1996,0,1,1,645
0,1961,1,1,1,220
0,1962,0,0,1,200
0,1962,1,1,1,710
0,1967,0,1,1,710
0,2020,0,1,0,710
0,1964,0,0,0,530
0,1965,0,0,0,530
0,1966,0,0,0,530
0,1967,0,0,0,530
0,1968,0,0,0,530
0,1969,0,0,0,530
0,1970,0,0,0,530
0,1971,0,0,0,530
0,1972,0,0,0,530
0,1973,0,0,0,530
0,1974,0,0,0,530
0,1975,1,1,0,530
0,1976,1,1,0,530
0,1977,1,1,0,530
0,1978,1,1,0,530
0,1979,1,1,0,530
0,1980,0,1,0,530
0,1981,0,1,0,530
0,1982,1,1,0,530
0,1983,1,1,0,530
0,1984,1,1,0,530
0,1985,1,1,0,530
0,1986,0,1,0,530
0,1987,1,1,0,530
0,1988,1,1,0,530
0,1989,1,1,0,530
0,1990,1,1,0,530
0,1991,1,1,1,530
0,1962,0,0,1,850
1,1962,0,0,1,101
1,1982,0,0,1,101
